Cod,Region/Country/Area,Year,Series,Value,Footnotes
44,Bahamas,2005,Theft at the national level- rate per 100K population,446.4,
44,Bahamas,2005,Total Sexual Violence at the national level- rate per 100K,135.1,
44,Bahamas,2010,Intentional homicide rates per 100K,26.5,
44,Bahamas,2010,Percentage of male and female intentional homicide victims- Male,46.5,
44,Bahamas,2010,Percentage of male and female intentional homicide victims- Female,7.7,
44,Bahamas,2010,Assault rate per 100K population,863,
44,Bahamas,2010,Kidnapping at the national level- rate per 100K,5.1,
44,Bahamas,2010,Theft at the national level- rate per 100K population,554.7,
44,Bahamas,2010,Robbery at the national level- rate per 100K population,94.7,
44,Bahamas,2010,Total Sexual Violence at the national level- rate per 100K,87.1,
44,Bahamas,2017,Intentional homicide rates per 100K,32,
44,Bahamas,2017,Percentage of male and female intentional homicide victims- Male,62.6,
44,Bahamas,2017,Percentage of male and female intentional homicide victims- Female,3.1,
44,Bahamas,2017,Assault rate per 100K population,"1,009.60",
44,Bahamas,2017,Kidnapping at the national level- rate per 100K,2.9,
44,Bahamas,2017,Theft at the national level- rate per 100K population,273.7,
44,Bahamas,2017,Robbery at the national level- rate per 100K population,165,
44,Bahamas,2017,Total Sexual Violence at the national level- rate per 100K,84.1,
44,Bahamas,2018,Assault rate per 100K population,"1,046.30",
44,Bahamas,2018,Kidnapping at the national level- rate per 100K,2.3,
44,Bahamas,2018,Theft at the national level- rate per 100K population,215.5,
48,Bahrain,2005,Intentional homicide rates per 100K,0.4,
48,Bahrain,2005,Assault rate per 100K population,396.8,
48,Bahrain,2005,Kidnapping at the national level- rate per 100K,1.4,
48,Bahrain,2005,Theft at the national level- rate per 100K population,"1,086.30",
48,Bahrain,2007,Intentional homicide rates per 100K,0.4,
48,Bahrain,2007,Assault rate per 100K population,254.3,
48,Bahrain,2007,Kidnapping at the national level- rate per 100K,0,
48,Bahrain,2007,Theft at the national level- rate per 100K population,700.4,
48,Bahrain,2007,Total Sexual Violence at the national level- rate per 100K,14,
48,Bahrain,2008,Intentional homicide rates per 100K,0.5,
48,Bahrain,2008,Assault rate per 100K population,327.8,
48,Bahrain,2008,Theft at the national level- rate per 100K population,681.7,
48,Bahrain,2008,Total Sexual Violence at the national level- rate per 100K,15.7,
48,Bahrain,2010,Intentional homicide rates per 100K,0.9,
48,Bahrain,2014,Intentional homicide rates per 100K,0.5,
50,Bangladesh,2005,Intentional homicide rates per 100K,2.6,
50,Bangladesh,2005,Assault rate per 100K population,0.4,
50,Bangladesh,2005,Kidnapping at the national level- rate per 100K,0.9,
50,Bangladesh,2005,Theft at the national level- rate per 100K population,9,
50,Bangladesh,2006,Intentional homicide rates per 100K,3,
50,Bangladesh,2006,Assault rate per 100K population,0.4,
50,Bangladesh,2006,Kidnapping at the national level- rate per 100K,0.8,
50,Bangladesh,2006,Theft at the national level- rate per 100K population,9.2,
50,Bangladesh,2010,Intentional homicide rates per 100K,2.7,
50,Bangladesh,2018,Intentional homicide rates per 100K,2.4,
52,Barbados,2005,Intentional homicide rates per 100K,10.5,
52,Barbados,2005,Percentage of male and female intentional homicide victims- Male,15,
52,Barbados,2005,Percentage of male and female intentional homicide victims- Female,6.4,
52,Barbados,2005,Assault rate per 100K population,626.5,
52,Barbados,2005,Kidnapping at the national level- rate per 100K,8.3,
52,Barbados,2005,Theft at the national level- rate per 100K population,408.9,
52,Barbados,2005,Total Sexual Violence at the national level- rate per 100K,69.5,
52,Barbados,2010,Intentional homicide rates per 100K,11,
52,Barbados,2010,Percentage of male and female intentional homicide victims- Male,17,
52,Barbados,2010,Percentage of male and female intentional homicide victims- Female,5.5,
52,Barbados,2010,Assault rate per 100K population,535.6,
52,Barbados,2010,Kidnapping at the national level- rate per 100K,4.3,
52,Barbados,2010,Theft at the national level- rate per 100K population,732.6,
52,Barbados,2010,Robbery at the national level- rate per 100K population,172.6,
52,Barbados,2010,Total Sexual Violence at the national level- rate per 100K,59.9,
52,Barbados,2016,Intentional homicide rates per 100K,7.7,
52,Barbados,2016,Percentage of male and female intentional homicide victims- Male,14.5,
52,Barbados,2016,Percentage of male and female intentional homicide victims- Female,1.4,
52,Barbados,2016,Assault rate per 100K population,545.5,
52,Barbados,2016,Kidnapping at the national level- rate per 100K,3.8,
52,Barbados,2016,Theft at the national level- rate per 100K population,595.2,
52,Barbados,2016,Robbery at the national level- rate per 100K population,65.1,
52,Barbados,2016,Total Sexual Violence at the national level- rate per 100K,63.7,
52,Barbados,2017,Intentional homicide rates per 100K,10.5,
52,Barbados,2017,Percentage of male and female intentional homicide victims- Male,20.3,
52,Barbados,2017,Percentage of male and female intentional homicide victims- Female,1.4,
52,Barbados,2017,Assault rate per 100K population,502.1,
52,Barbados,2017,Kidnapping at the national level- rate per 100K,3.5,
52,Barbados,2017,Robbery at the national level- rate per 100K population,83.5,
52,Barbados,2017,Total Sexual Violence at the national level- rate per 100K,60.1,
52,Barbados,2018,Intentional homicide rates per 100K,9.8,
52,Barbados,2018,Percentage of male and female intentional homicide victims- Male,17.3,
52,Barbados,2018,Percentage of male and female intentional homicide victims- Female,2.7,
112,Belarus,2005,Intentional homicide rates per 100K,8.6,
112,Belarus,2005,Assault rate per 100K population,20,
112,Belarus,2005,Kidnapping at the national level- rate per 100K,0.4,
112,Belarus,2005,Theft at the national level- rate per 100K population,"1,079.20",
112,Belarus,2005,Total Sexual Violence at the national level- rate per 100K,8.6,
112,Belarus,2010,Intentional homicide rates per 100K,4.3,
112,Belarus,2010,Percentage of male and female intentional homicide victims- Male,6.1,
112,Belarus,2010,Percentage of male and female intentional homicide victims- Female,2.7,
112,Belarus,2010,Assault rate per 100K population,12.3,
112,Belarus,2010,Kidnapping at the national level- rate per 100K,0.2,
112,Belarus,2010,Theft at the national level- rate per 100K population,781.2,
112,Belarus,2010,Robbery at the national level- rate per 100K population,50.3,
112,Belarus,2010,Total Sexual Violence at the national level- rate per 100K,3.9,
112,Belarus,2014,Intentional homicide rates per 100K,3.6,
112,Belarus,2014,Percentage of male and female intentional homicide victims- Male,5.1,
112,Belarus,2014,Percentage of male and female intentional homicide victims- Female,2.3,
112,Belarus,2014,Assault rate per 100K population,8.8,
112,Belarus,2014,Kidnapping at the national level- rate per 100K,0.3,
112,Belarus,2014,Theft at the national level- rate per 100K population,429.7,
112,Belarus,2014,Robbery at the national level- rate per 100K population,26.1,
112,Belarus,2014,Total Sexual Violence at the national level- rate per 100K,4.8,
112,Belarus,2017,Intentional homicide rates per 100K,2.5,
112,Belarus,2017,Percentage of male and female intentional homicide victims- Male,3.3,
112,Belarus,2017,Percentage of male and female intentional homicide victims- Female,1.9,
112,Belarus,2017,Assault rate per 100K population,7.4,
112,Belarus,2017,Kidnapping at the national level- rate per 100K,0.2,
112,Belarus,2017,Robbery at the national level- rate per 100K population,16.3,
112,Belarus,2017,Total Sexual Violence at the national level- rate per 100K,9.2,
112,Belarus,2018,Intentional homicide rates per 100K,2.4,
112,Belarus,2018,Percentage of male and female intentional homicide victims- Male,3.2,
112,Belarus,2018,Percentage of male and female intentional homicide victims- Female,1.7,
112,Belarus,2018,Assault rate per 100K population,7.7,
112,Belarus,2018,Kidnapping at the national level- rate per 100K,0.1,
56,Belgium,2005,Intentional homicide rates per 100K,2.1,
56,Belgium,2005,Percentage of male and female intentional homicide victims- Male,2.5,
56,Belgium,2005,Percentage of male and female intentional homicide victims- Female,1.7,
56,Belgium,2005,Assault rate per 100K population,639.2,
56,Belgium,2005,Kidnapping at the national level- rate per 100K,8.7,
56,Belgium,2005,Theft at the national level- rate per 100K population,"2,061.00",
56,Belgium,2005,Total Sexual Violence at the national level- rate per 100K,57.3,
56,Belgium,2010,Intentional homicide rates per 100K,1.7,
56,Belgium,2010,Percentage of male and female intentional homicide victims- Male,2.2,
56,Belgium,2010,Percentage of male and female intentional homicide victims- Female,1.2,
56,Belgium,2010,Assault rate per 100K population,710.9,
56,Belgium,2010,Kidnapping at the national level- rate per 100K,10.3,
56,Belgium,2010,Theft at the national level- rate per 100K population,"2,087.60",
56,Belgium,2010,Robbery at the national level- rate per 100K population,218.1,
56,Belgium,2010,Total Sexual Violence at the national level- rate per 100K,64.8,
56,Belgium,2014,Intentional homicide rates per 100K,1.9,
56,Belgium,2014,Percentage of male and female intentional homicide victims- Male,2.3,
56,Belgium,2014,Percentage of male and female intentional homicide victims- Female,1.4,
56,Belgium,2014,Assault rate per 100K population,627.5,
56,Belgium,2014,Kidnapping at the national level- rate per 100K,10.3,
56,Belgium,2014,Theft at the national level- rate per 100K population,"1,857.60",
56,Belgium,2014,Robbery at the national level- rate per 100K population,195.4,
56,Belgium,2014,Total Sexual Violence at the national level- rate per 100K,61.5,
56,Belgium,2017,Intentional homicide rates per 100K,1.7,
56,Belgium,2017,Assault rate per 100K population,546.9,
56,Belgium,2017,Kidnapping at the national level- rate per 100K,10.2,
56,Belgium,2017,Theft at the national level- rate per 100K population,"1,953.50",
56,Belgium,2017,Robbery at the national level- rate per 100K population,154.2,
56,Belgium,2017,Total Sexual Violence at the national level- rate per 100K,72.5,
56,Belgium,2018,Assault rate per 100K population,549.9,
56,Belgium,2018,Theft at the national level- rate per 100K population,"1,900.70",
84,Belize,2004,Intentional homicide rates per 100K,28.6,
84,Belize,2004,Percentage of male and female intentional homicide victims- Male,46.7,
84,Belize,2004,Percentage of male and female intentional homicide victims- Female,10.2,
84,Belize,2005,Intentional homicide rates per 100K,28.5,
84,Belize,2005,Kidnapping at the national level- rate per 100K,3.2,
84,Belize,2005,Theft at the national level- rate per 100K population,591.3,
84,Belize,2009,Intentional homicide rates per 100K,30.8,
84,Belize,2009,Percentage of male and female intentional homicide victims- Male,55.9,
84,Belize,2009,Percentage of male and female intentional homicide victims- Female,5.7,
84,Belize,2009,Assault rate per 100K population,164.9,
84,Belize,2009,Kidnapping at the national level- rate per 100K,0.6,
84,Belize,2009,Theft at the national level- rate per 100K population,374.7,
84,Belize,2009,Total Sexual Violence at the national level- rate per 100K,64.2,
84,Belize,2010,Intentional homicide rates per 100K,40,
84,Belize,2010,Percentage of male and female intentional homicide victims- Male,70,
84,Belize,2010,Percentage of male and female intentional homicide victims- Female,10,
84,Belize,2010,Theft at the national level- rate per 100K population,259.3,
84,Belize,2010,Robbery at the national level- rate per 100K population,147.9,
84,Belize,2010,Total Sexual Violence at the national level- rate per 100K,40.3,
84,Belize,2016,Intentional homicide rates per 100K,37.5,
