Cod,Region/Country/Area,Year,Series,Value
39,Southern Europe,2020,Unemployment rate - Female,13
155,Western Europe,2005,Labour force participation - Total,58
155,Western Europe,2005,Unemployment rate - Total,9.1
155,Western Europe,2005,Labour force participation - Male,65.7
155,Western Europe,2005,Unemployment rate - Male,8.9
155,Western Europe,2005,Labour force participation - Female,50.8
155,Western Europe,2005,Unemployment rate - Female,9.4
155,Western Europe,2010,Labour force participation - Total,58.8
155,Western Europe,2010,Unemployment rate - Total,7.2
155,Western Europe,2010,Labour force participation - Male,65.4
155,Western Europe,2010,Unemployment rate - Male,7.3
155,Western Europe,2010,Labour force participation - Female,52.6
155,Western Europe,2010,Unemployment rate - Female,7.2
155,Western Europe,2015,Labour force participation - Total,58.9
155,Western Europe,2015,Unemployment rate - Total,6.9
155,Western Europe,2015,Labour force participation - Male,64.6
155,Western Europe,2015,Unemployment rate - Male,7.2
155,Western Europe,2015,Labour force participation - Female,53.5
155,Western Europe,2015,Unemployment rate - Female,6.6
155,Western Europe,2020,Labour force participation - Total,59
155,Western Europe,2020,Unemployment rate - Total,5
155,Western Europe,2020,Labour force participation - Male,64.3
155,Western Europe,2020,Unemployment rate - Male,5.1
155,Western Europe,2020,Labour force participation - Female,53.9
155,Western Europe,2020,Unemployment rate - Female,4.8
9,Oceania,2005,Labour force participation - Total,64.3
9,Oceania,2005,Unemployment rate - Total,4.5
9,Oceania,2005,Labour force participation - Male,71.2
9,Oceania,2005,Unemployment rate - Male,4.5
9,Oceania,2005,Labour force participation - Female,57.5
9,Oceania,2005,Unemployment rate - Female,4.6
9,Oceania,2010,Labour force participation - Total,63
9,Oceania,2010,Unemployment rate - Total,5
9,Oceania,2010,Labour force participation - Male,69.1
9,Oceania,2010,Unemployment rate - Male,5
9,Oceania,2010,Labour force participation - Female,56.9
9,Oceania,2010,Unemployment rate - Female,5.1
9,Oceania,2015,Labour force participation - Total,62.5
9,Oceania,2015,Unemployment rate - Total,5.5
9,Oceania,2015,Labour force participation - Male,67.8
9,Oceania,2015,Unemployment rate - Male,5.5
9,Oceania,2015,Labour force participation - Female,57.2
9,Oceania,2015,Unemployment rate - Female,5.4
9,Oceania,2020,Labour force participation - Total,62.5
9,Oceania,2020,Unemployment rate - Total,4.8
9,Oceania,2020,Labour force participation - Male,67.2
9,Oceania,2020,Unemployment rate - Male,4.8
9,Oceania,2020,Labour force participation - Female,57.9
9,Oceania,2020,Unemployment rate - Female,4.7
4,Afghanistan,2005,Labour force participation - Total,48.5
4,Afghanistan,2005,Unemployment rate - Total,11.4
4,Afghanistan,2005,Labour force participation - Male,78.8
4,Afghanistan,2005,Unemployment rate - Male,10.8
4,Afghanistan,2005,Labour force participation - Female,15.8
4,Afghanistan,2005,Unemployment rate - Female,14.9
4,Afghanistan,2010,Labour force participation - Total,47.4
4,Afghanistan,2010,Unemployment rate - Total,11.5
4,Afghanistan,2010,Labour force participation - Male,78.4
4,Afghanistan,2010,Unemployment rate - Male,10.9
4,Afghanistan,2010,Labour force participation - Female,14.9
4,Afghanistan,2010,Unemployment rate - Female,14.8
4,Afghanistan,2015,Labour force participation - Total,48.4
4,Afghanistan,2015,Unemployment rate - Total,11.4
4,Afghanistan,2015,Labour force participation - Male,76.2
4,Afghanistan,2015,Unemployment rate - Male,10.7
4,Afghanistan,2015,Labour force participation - Female,18.8
4,Afghanistan,2015,Unemployment rate - Female,14.4
4,Afghanistan,2020,Labour force participation - Total,48.9
4,Afghanistan,2020,Unemployment rate - Total,11.2
4,Afghanistan,2020,Labour force participation - Male,74.6
4,Afghanistan,2020,Unemployment rate - Male,10.4
4,Afghanistan,2020,Labour force participation - Female,21.8
4,Afghanistan,2020,Unemployment rate - Female,14.1
8,Albania,2005,Labour force participation - Total,57.5
8,Albania,2005,Unemployment rate - Total,16.5
8,Albania,2005,Labour force participation - Male,67.1
8,Albania,2005,Unemployment rate - Male,16.1
8,Albania,2005,Labour force participation - Female,47.9
8,Albania,2005,Unemployment rate - Female,16.9
8,Albania,2010,Labour force participation - Total,54.3
8,Albania,2010,Unemployment rate - Total,14.1
8,Albania,2010,Labour force participation - Male,62.9
8,Albania,2010,Unemployment rate - Male,12.8
8,Albania,2010,Labour force participation - Female,45.8
8,Albania,2010,Unemployment rate - Female,15.9
8,Albania,2015,Labour force participation - Total,55
8,Albania,2015,Unemployment rate - Total,17.1
8,Albania,2015,Labour force participation - Male,63.8
8,Albania,2015,Unemployment rate - Male,17.1
8,Albania,2015,Labour force participation - Female,46.1
8,Albania,2015,Unemployment rate - Female,17.1
8,Albania,2020,Labour force participation - Total,55.6
8,Albania,2020,Unemployment rate - Total,12.8
8,Albania,2020,Labour force participation - Male,64.4
8,Albania,2020,Unemployment rate - Male,13.3
8,Albania,2020,Labour force participation - Female,46.6
8,Albania,2020,Unemployment rate - Female,12.2
12,Algeria,2005,Labour force participation - Total,42.5
12,Algeria,2005,Unemployment rate - Total,15.3
12,Algeria,2005,Labour force participation - Male,71.8
12,Algeria,2005,Unemployment rate - Male,14.8
12,Algeria,2005,Labour force participation - Female,12.8
12,Algeria,2005,Unemployment rate - Female,18
12,Algeria,2010,Labour force participation - Total,42.3
12,Algeria,2010,Unemployment rate - Total,10
12,Algeria,2010,Labour force participation - Male,70
12,Algeria,2010,Unemployment rate - Male,8.1
12,Algeria,2010,Labour force participation - Female,14.4
12,Algeria,2010,Unemployment rate - Female,19.1
12,Algeria,2015,Labour force participation - Total,41.5
12,Algeria,2015,Unemployment rate - Total,11.2
12,Algeria,2015,Labour force participation - Male,67.4
12,Algeria,2015,Unemployment rate - Male,10
12,Algeria,2015,Labour force participation - Female,15.2
12,Algeria,2015,Unemployment rate - Female,16.7
12,Algeria,2020,Labour force participation - Total,41
12,Algeria,2020,Unemployment rate - Total,11.5
12,Algeria,2020,Labour force participation - Male,67
12,Algeria,2020,Unemployment rate - Male,9.6
12,Algeria,2020,Labour force participation - Female,14.6
12,Algeria,2020,Unemployment rate - Female,20.5
16,American Samoa,2000,Labour force participation - Total,52.9
16,American Samoa,2000,Unemployment rate - Total,5.1
16,American Samoa,2000,Labour force participation - Male,58.8
16,American Samoa,2000,Unemployment rate - Male,4.9
16,American Samoa,2000,Labour force participation - Female,41.2
16,American Samoa,2000,Unemployment rate - Female,6
16,American Samoa,2005,Labour force participation - Total,59.9
16,American Samoa,2010,Labour force participation - Total,52.8
16,American Samoa,2010,Unemployment rate - Total,9.2
24,Angola,2005,Labour force participation - Total,77.1
24,Angola,2005,Unemployment rate - Total,3.8
24,Angola,2005,Labour force participation - Male,78.8
24,Angola,2005,Unemployment rate - Male,4.7
24,Angola,2005,Labour force participation - Female,75.5
24,Angola,2005,Unemployment rate - Female,2.9
24,Angola,2010,Labour force participation - Total,77.3
24,Angola,2010,Unemployment rate - Total,9.4
24,Angola,2010,Labour force participation - Male,78.9
24,Angola,2010,Unemployment rate - Male,8
24,Angola,2010,Labour force participation - Female,75.8
24,Angola,2010,Unemployment rate - Female,10.9
24,Angola,2015,Labour force participation - Total,77.6
24,Angola,2015,Unemployment rate - Total,7.3
24,Angola,2015,Labour force participation - Male,79.1
24,Angola,2015,Unemployment rate - Male,6.9
24,Angola,2015,Labour force participation - Female,76.1
24,Angola,2015,Unemployment rate - Female,7.7
24,Angola,2020,Labour force participation - Total,77.4
24,Angola,2020,Unemployment rate - Total,6.8
24,Angola,2020,Labour force participation - Male,78.8
24,Angola,2020,Unemployment rate - Male,6.9
24,Angola,2020,Labour force participation - Female,76.1
24,Angola,2020,Unemployment rate - Female,6.6
660,Anguilla,2002,Labour force participation - Total,72.3
660,Anguilla,2002,Unemployment rate - Total,7.8
660,Anguilla,2002,Labour force participation - Male,77.2
660,Anguilla,2002,Unemployment rate - Male,6.3
660,Anguilla,2002,Labour force participation - Female,67.2
660,Anguilla,2002,Unemployment rate - Female,9.5
28,Antigua and Barbuda,2001,Labour force participation - Total,71.7
28,Antigua and Barbuda,2001,Unemployment rate - Total,8.4
28,Antigua and Barbuda,2001,Labour force participation - Male,78.4
28,Antigua and Barbuda,2001,Unemployment rate - Male,8
28,Antigua and Barbuda,2001,Labour force participation - Female,65.9
28,Antigua and Barbuda,2001,Unemployment rate - Female,8.8
32,Argentina,2005,Labour force participation - Total,62
32,Argentina,2005,Unemployment rate - Total,11.5
32,Argentina,2005,Labour force participation - Male,75.5
32,Argentina,2005,Unemployment rate - Male,10
32,Argentina,2005,Labour force participation - Female,49.6
32,Argentina,2005,Unemployment rate - Female,13.6
32,Argentina,2010,Labour force participation - Total,60.4
32,Argentina,2010,Unemployment rate - Total,7.7
32,Argentina,2010,Labour force participation - Male,74
32,Argentina,2010,Unemployment rate - Male,6.7
32,Argentina,2010,Labour force participation - Female,48
32,Argentina,2010,Unemployment rate - Female,9.2
32,Argentina,2015,Labour force participation - Total,60
32,Argentina,2015,Unemployment rate - Total,7.8
32,Argentina,2015,Labour force participation - Male,73
32,Argentina,2015,Unemployment rate - Male,7
32,Argentina,2015,Labour force participation - Female,48
32,Argentina,2015,Unemployment rate - Female,8.9
32,Argentina,2020,Labour force participation - Total,61.2
32,Argentina,2020,Unemployment rate - Total,10.4
32,Argentina,2020,Labour force participation - Male,72.7
32,Argentina,2020,Unemployment rate - Male,9.7
32,Argentina,2020,Labour force participation - Female,50.6
32,Argentina,2020,Unemployment rate - Female,11.5
51,Armenia,2005,Labour force participation - Total,52.6
51,Armenia,2005,Unemployment rate - Total,10.4
51,Armenia,2005,Labour force participation - Male,61.7
51,Armenia,2005,Unemployment rate - Male,9.6
51,Armenia,2005,Labour force participation - Female,45
51,Armenia,2005,Unemployment rate - Female,11.3
51,Armenia,2010,Labour force participation - Total,56.5
51,Armenia,2010,Unemployment rate - Total,19
51,Armenia,2010,Labour force participation - Male,67.8
51,Armenia,2010,Unemployment rate - Male,17.1
51,Armenia,2010,Labour force participation - Female,47.2
51,Armenia,2010,Unemployment rate - Female,21.3
51,Armenia,2015,Labour force participation - Total,57.1
51,Armenia,2015,Unemployment rate - Total,18.3
51,Armenia,2015,Labour force participation - Male,66.8
51,Armenia,2015,Unemployment rate - Male,17.4
51,Armenia,2015,Labour force participation - Female,49
51,Armenia,2015,Unemployment rate - Female,19.3
51,Armenia,2020,Labour force participation - Total,55.5
51,Armenia,2020,Unemployment rate - Total,16.6
51,Armenia,2020,Labour force participation - Male,65.8
51,Armenia,2020,Unemployment rate - Male,15.9
51,Armenia,2020,Labour force participation - Female,47
51,Armenia,2020,Unemployment rate - Female,17.5
533,Aruba,2001,Unemployment rate - Total,6.9
533,Aruba,2001,Unemployment rate - Male,6.5
533,Aruba,2001,Unemployment rate - Female,7.4
533,Aruba,2010,Labour force participation - Total,63.9
533,Aruba,2010,Unemployment rate - Total,10.6
533,Aruba,2010,Labour force participation - Male,68.9
533,Aruba,2010,Unemployment rate - Male,10.8
533,Aruba,2010,Labour force participation - Female,59.5
533,Aruba,2010,Unemployment rate - Female,10.4
533,Aruba,2011,Labour force participation - Total,63.8
533,Aruba,2011,Labour force participation - Male,69.6
533,Aruba,2011,Labour force participation - Female,58.8
36,Australia,2005,Labour force participation - Total,64.6
36,Australia,2005,Unemployment rate - Total,5
36,Australia,2005,Labour force participation - Male,72.2
36,Australia,2005,Unemployment rate - Male,4.9
36,Australia,2005,Labour force participation - Female,57.1
36,Australia,2005,Unemployment rate - Female,5.2
36,Australia,2010,Labour force participation - Total,65.6
36,Australia,2010,Unemployment rate - Total,5.2
36,Australia,2010,Labour force participation - Male,72.5
36,Australia,2010,Unemployment rate - Male,5.1
36,Australia,2010,Labour force participation - Female,58.8
36,Australia,2010,Unemployment rate - Female,5.4
36,Australia,2015,Labour force participation - Total,65.2
36,Australia,2015,Unemployment rate - Total,6.1
36,Australia,2015,Labour force participation - Male,71.2
36,Australia,2015,Unemployment rate - Male,6
36,Australia,2015,Labour force participation - Female,59.2
36,Australia,2015,Unemployment rate - Female,6.1
36,Australia,2020,Labour force participation - Total,65.4
36,Australia,2020,Unemployment rate - Total,5.3
36,Australia,2020,Labour force participation - Male,70.7
36,Australia,2020,Unemployment rate - Male,5.3
36,Australia,2020,Labour force participation - Female,60.2
36,Australia,2020,Unemployment rate - Female,5.4
