Region,Year,Series,Value
Oceania,2020,Unemployment rate - Female,4.7
Afghanistan,2005,Labour force participation - Total,48.5
Afghanistan,2005,Unemployment rate - Total,11.4
Afghanistan,2005,Labour force participation - Male,78.8
Afghanistan,2005,Unemployment rate - Male,10.8
Afghanistan,2005,Labour force participation - Female,15.8
Afghanistan,2005,Unemployment rate - Female,14.9
Afghanistan,2010,Labour force participation - Total,47.4
Afghanistan,2010,Unemployment rate - Total,11.5
Afghanistan,2010,Labour force participation - Male,78.4
Afghanistan,2010,Unemployment rate - Male,10.9
Afghanistan,2010,Labour force participation - Female,14.9
Afghanistan,2010,Unemployment rate - Female,14.8
Afghanistan,2015,Labour force participation - Total,48.4
Afghanistan,2015,Unemployment rate - Total,11.4
Afghanistan,2015,Labour force participation - Male,76.2
Afghanistan,2015,Unemployment rate - Male,10.7
Afghanistan,2015,Labour force participation - Female,18.8
Afghanistan,2015,Unemployment rate - Female,14.4
Afghanistan,2020,Labour force participation - Total,48.9
Afghanistan,2020,Unemployment rate - Total,11.2
Afghanistan,2020,Labour force participation - Male,74.6
Afghanistan,2020,Unemployment rate - Male,10.4
Afghanistan,2020,Labour force participation - Female,21.8
Afghanistan,2020,Unemployment rate - Female,14.1
Albania,2005,Labour force participation - Total,57.5
Albania,2005,Unemployment rate - Total,16.5
Albania,2005,Labour force participation - Male,67.1
Albania,2005,Unemployment rate - Male,16.1
Albania,2005,Labour force participation - Female,47.9
Albania,2005,Unemployment rate - Female,16.9
Albania,2010,Labour force participation - Total,54.3
Albania,2010,Unemployment rate - Total,14.1
Albania,2010,Labour force participation - Male,62.9
Albania,2010,Unemployment rate - Male,12.8
Albania,2010,Labour force participation - Female,45.8
Albania,2010,Unemployment rate - Female,15.9
Albania,2015,Labour force participation - Total,55
Albania,2015,Unemployment rate - Total,17.1
Albania,2015,Labour force participation - Male,63.8
Albania,2015,Unemployment rate - Male,17.1
Albania,2015,Labour force participation - Female,46.1
Albania,2015,Unemployment rate - Female,17.1
Albania,2020,Labour force participation - Total,55.6
Albania,2020,Unemployment rate - Total,12.8
Albania,2020,Labour force participation - Male,64.4
Albania,2020,Unemployment rate - Male,13.3
Albania,2020,Labour force participation - Female,46.6
Albania,2020,Unemployment rate - Female,12.2
Algeria,2005,Labour force participation - Total,42.5
Algeria,2005,Unemployment rate - Total,15.3
Algeria,2005,Labour force participation - Male,71.8
Algeria,2005,Unemployment rate - Male,14.8
Algeria,2005,Labour force participation - Female,12.8
Algeria,2005,Unemployment rate - Female,18
Algeria,2010,Labour force participation - Total,42.3
Algeria,2010,Unemployment rate - Total,10
Algeria,2010,Labour force participation - Male,70
Algeria,2010,Unemployment rate - Male,8.1
Algeria,2010,Labour force participation - Female,14.4
Algeria,2010,Unemployment rate - Female,19.1
Algeria,2015,Labour force participation - Total,41.5
Algeria,2015,Unemployment rate - Total,11.2
Algeria,2015,Labour force participation - Male,67.4
Algeria,2015,Unemployment rate - Male,10
Algeria,2015,Labour force participation - Female,15.2
Algeria,2015,Unemployment rate - Female,16.7
Algeria,2020,Labour force participation - Total,41
Algeria,2020,Unemployment rate - Total,11.5
Algeria,2020,Labour force participation - Male,67
Algeria,2020,Unemployment rate - Male,9.6
Algeria,2020,Labour force participation - Female,14.6
Algeria,2020,Unemployment rate - Female,20.5
American Samoa,2000,Labour force participation - Total,52.9
American Samoa,2000,Unemployment rate - Total,5.1
American Samoa,2000,Labour force participation - Male,58.8
American Samoa,2000,Unemployment rate - Male,4.9
American Samoa,2000,Labour force participation - Female,41.2
American Samoa,2000,Unemployment rate - Female,6
American Samoa,2005,Labour force participation - Total,59.9
American Samoa,2010,Labour force participation - Total,52.8
American Samoa,2010,Unemployment rate - Total,9.2
Angola,2005,Labour force participation - Total,77.1
Angola,2005,Unemployment rate - Total,3.8
Angola,2005,Labour force participation - Male,78.8
Angola,2005,Unemployment rate - Male,4.7
Angola,2005,Labour force participation - Female,75.5
Angola,2005,Unemployment rate - Female,2.9
Angola,2010,Labour force participation - Total,77.3
Angola,2010,Unemployment rate - Total,9.4
Angola,2010,Labour force participation - Male,78.9
Angola,2010,Unemployment rate - Male,8
Angola,2010,Labour force participation - Female,75.8
Angola,2010,Unemployment rate - Female,10.9
Angola,2015,Labour force participation - Total,77.6
Angola,2015,Unemployment rate - Total,7.3
Angola,2015,Labour force participation - Male,79.1
Angola,2015,Unemployment rate - Male,6.9
Angola,2015,Labour force participation - Female,76.1
Angola,2015,Unemployment rate - Female,7.7
Angola,2020,Labour force participation - Total,77.4
Angola,2020,Unemployment rate - Total,6.8
Angola,2020,Labour force participation - Male,78.8
Angola,2020,Unemployment rate - Male,6.9
Angola,2020,Labour force participation - Female,76.1
Angola,2020,Unemployment rate - Female,6.6
Anguilla,2002,Labour force participation - Total,72.3
Anguilla,2002,Unemployment rate - Total,7.8
Anguilla,2002,Labour force participation - Male,77.2
Anguilla,2002,Unemployment rate - Male,6.3
Anguilla,2002,Labour force participation - Female,67.2
Anguilla,2002,Unemployment rate - Female,9.5
Antigua and Barbuda,2001,Labour force participation - Total,71.7
Antigua and Barbuda,2001,Unemployment rate - Total,8.4
Antigua and Barbuda,2001,Labour force participation - Male,78.4
Antigua and Barbuda,2001,Unemployment rate - Male,8
Antigua and Barbuda,2001,Labour force participation - Female,65.9
Antigua and Barbuda,2001,Unemployment rate - Female,8.8
Argentina,2005,Labour force participation - Total,62
Argentina,2005,Unemployment rate - Total,11.5
Argentina,2005,Labour force participation - Male,75.5
Argentina,2005,Unemployment rate - Male,10
Argentina,2005,Labour force participation - Female,49.6
Argentina,2005,Unemployment rate - Female,13.6
Argentina,2010,Labour force participation - Total,60.4
Argentina,2010,Unemployment rate - Total,7.7
Argentina,2010,Labour force participation - Male,74
Argentina,2010,Unemployment rate - Male,6.7
Argentina,2010,Labour force participation - Female,48
Argentina,2010,Unemployment rate - Female,9.2
Argentina,2015,Labour force participation - Total,60
Argentina,2015,Unemployment rate - Total,7.8
Argentina,2015,Labour force participation - Male,73
Argentina,2015,Unemployment rate - Male,7
Argentina,2015,Labour force participation - Female,48
Argentina,2015,Unemployment rate - Female,8.9
Argentina,2020,Labour force participation - Total,61.2
Argentina,2020,Unemployment rate - Total,10.4
Argentina,2020,Labour force participation - Male,72.7
Argentina,2020,Unemployment rate - Male,9.7
Argentina,2020,Labour force participation - Female,50.6
Argentina,2020,Unemployment rate - Female,11.5
Armenia,2005,Labour force participation - Total,52.6
Armenia,2005,Unemployment rate - Total,10.4
Armenia,2005,Labour force participation - Male,61.7
Armenia,2005,Unemployment rate - Male,9.6
Armenia,2005,Labour force participation - Female,45
Armenia,2005,Unemployment rate - Female,11.3
Armenia,2010,Labour force participation - Total,56.5
Armenia,2010,Unemployment rate - Total,19
Armenia,2010,Labour force participation - Male,67.8
Armenia,2010,Unemployment rate - Male,17.1
Armenia,2010,Labour force participation - Female,47.2
Armenia,2010,Unemployment rate - Female,21.3
Armenia,2015,Labour force participation - Total,57.1
Armenia,2015,Unemployment rate - Total,18.3
Armenia,2015,Labour force participation - Male,66.8
Armenia,2015,Unemployment rate - Male,17.4
Armenia,2015,Labour force participation - Female,49
Armenia,2015,Unemployment rate - Female,19.3
Armenia,2020,Labour force participation - Total,55.5
Armenia,2020,Unemployment rate - Total,16.6
Armenia,2020,Labour force participation - Male,65.8
Armenia,2020,Unemployment rate - Male,15.9
Armenia,2020,Labour force participation - Female,47
Armenia,2020,Unemployment rate - Female,17.5
Aruba,2001,Unemployment rate - Total,6.9
Aruba,2001,Unemployment rate - Male,6.5
Aruba,2001,Unemployment rate - Female,7.4
Aruba,2010,Labour force participation - Total,63.9
Aruba,2010,Unemployment rate - Total,10.6
Aruba,2010,Labour force participation - Male,68.9
Aruba,2010,Unemployment rate - Male,10.8
Aruba,2010,Labour force participation - Female,59.5
Aruba,2010,Unemployment rate - Female,10.4
Aruba,2011,Labour force participation - Total,63.8
Aruba,2011,Labour force participation - Male,69.6
Aruba,2011,Labour force participation - Female,58.8
Australia,2005,Labour force participation - Total,64.6
Australia,2005,Unemployment rate - Total,5
Australia,2005,Labour force participation - Male,72.2
Australia,2005,Unemployment rate - Male,4.9
Australia,2005,Labour force participation - Female,57.1
Australia,2005,Unemployment rate - Female,5.2
Australia,2010,Labour force participation - Total,65.6
Australia,2010,Unemployment rate - Total,5.2
Australia,2010,Labour force participation - Male,72.5
Australia,2010,Unemployment rate - Male,5.1
Australia,2010,Labour force participation - Female,58.8
Australia,2010,Unemployment rate - Female,5.4
Australia,2015,Labour force participation - Total,65.2
Australia,2015,Unemployment rate - Total,6.1
Australia,2015,Labour force participation - Male,71.2
Australia,2015,Unemployment rate - Male,6
Australia,2015,Labour force participation - Female,59.2
Australia,2015,Unemployment rate - Female,6.1
Australia,2020,Labour force participation - Total,65.4
Australia,2020,Unemployment rate - Total,5.3
Australia,2020,Labour force participation - Male,70.7
Australia,2020,Unemployment rate - Male,5.3
Australia,2020,Labour force participation - Female,60.2
Australia,2020,Unemployment rate - Female,5.4
Austria,2005,Labour force participation - Total,58.1
Austria,2005,Unemployment rate - Total,5.6
Austria,2005,Labour force participation - Male,66.1
Austria,2005,Unemployment rate - Male,5.4
Austria,2005,Labour force participation - Female,50.7
Austria,2005,Unemployment rate - Female,5.9
Austria,2010,Labour force participation - Total,60
Austria,2010,Unemployment rate - Total,4.8
Austria,2010,Labour force participation - Male,66.9
Austria,2010,Unemployment rate - Male,5
Austria,2010,Labour force participation - Female,53.5
Austria,2010,Unemployment rate - Female,4.6
Austria,2015,Labour force participation - Total,60.1
Austria,2015,Unemployment rate - Total,5.7
Austria,2015,Labour force participation - Male,66
Austria,2015,Unemployment rate - Male,6.1
Austria,2015,Labour force participation - Female,54.5
Austria,2015,Unemployment rate - Female,5.3
Austria,2020,Labour force participation - Total,60.6
Austria,2020,Unemployment rate - Total,4.8
Austria,2020,Labour force participation - Male,66.4
Austria,2020,Unemployment rate - Male,4.8
Austria,2020,Labour force participation - Female,55
Austria,2020,Unemployment rate - Female,4.7
Azerbaijan,2005,Labour force participation - Total,62.8
Azerbaijan,2005,Unemployment rate - Total,7.3
Azerbaijan,2005,Labour force participation - Male,68.4
Azerbaijan,2005,Unemployment rate - Male,7.3
Azerbaijan,2005,Labour force participation - Female,57.7
Azerbaijan,2005,Unemployment rate - Female,7.4
Azerbaijan,2010,Labour force participation - Total,63.8
Azerbaijan,2010,Unemployment rate - Total,5.6
Azerbaijan,2010,Labour force participation - Male,67.5
Azerbaijan,2010,Unemployment rate - Male,4.4
Azerbaijan,2010,Labour force participation - Female,60.2
Azerbaijan,2010,Unemployment rate - Female,6.9
Azerbaijan,2015,Labour force participation - Total,65.5
Azerbaijan,2015,Unemployment rate - Total,5
Azerbaijan,2015,Labour force participation - Male,68.7
Azerbaijan,2015,Unemployment rate - Male,4.1
Azerbaijan,2015,Labour force participation - Female,62.5
Azerbaijan,2015,Unemployment rate - Female,5.9
Azerbaijan,2020,Labour force participation - Total,66.1
Azerbaijan,2020,Unemployment rate - Total,6
Azerbaijan,2020,Labour force participation - Male,69.3
Azerbaijan,2020,Unemployment rate - Male,5.2
Azerbaijan,2020,Labour force participation - Female,63.1
Azerbaijan,2020,Unemployment rate - Female,6.8
